id_instancia,modelo,dataset,abordagem,status,status_avaliacao,resposta_final_extraida,referencia_curta,exact_match,numeric_match,symbolic_equivalence,answer_match_objetivo,answer_match,correta,metrica_objetiva,pontuacao_juiz,tipo_erro,confianca_juiz,truthfulness,informativeness,oracle_at_3,veredito_juiz_primario,veredito_juiz_posicao_reversa,veredito_juiz_secundario,human_veredito,human_truthfulness,human_informativeness,duracao_segundos,numero_chamadas_slm,input_tokens,output_tokens,total_tokens,tokens_per_second,model_total_duration_seconds,melhor_abordagem,ranking_abordagens,judge_model,secondary_judge_model,arquivo_origem
gsm8k_0819,gemma4:e4b,GSM8K,base,ok,ok,"$6,250","6,250",0,1,,1,1,1,numeric_match,1.0,nenhum,1.0,,,,1,1,,,,,155.57,1,203,202,405,90.5804,30.780329,empate,"[""base"", ""cot"", ""for"", ""gflow""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0819,gemma4:e4b,GSM8K,cot,ok,ok,6250,"6,250",0,1,,1,1,1,numeric_match,1.0,nenhum,1.0,,,,1,1,,,,,24.71,1,220,417,637,90.9356,21.119485,empate,"[""base"", ""cot"", ""for"", ""gflow""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0819,gemma4:e4b,GSM8K,gflow,ok,ok,"$6,250","6,250",0,1,,1,1,1,numeric_match,1.0,nenhum,1.0,,,1,1,1,,,,,75.19,3,656,2003,2659,90.2408,79.037627,empate,"[""base"", ""cot"", ""for"", ""gflow""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0819,gemma4:e4b,GSM8K,for,ok,ok,"$6,250","6,250",0,1,,1,1,1,numeric_match,1.0,nenhum,1.0,,,,1,1,,,,,209.03,1,301,589,890,89.7073,32.771764,empate,"[""base"", ""cot"", ""for"", ""gflow""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0833,gemma4:e4b,GSM8K,base,ok,ok,40,40,1,1,,1,1,1,numeric_match,1.0,nenhum,1.0,,,,1,1,,,,,187.63,1,220,387,607,90.1887,29.420905,empate,"[""base"", ""cot"", ""for"", ""gflow""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0833,gemma4:e4b,GSM8K,cot,ok,ok,40,40,1,1,,1,1,1,numeric_match,1.0,nenhum,1.0,,,,1,1,,,,,148.29,1,237,600,837,90.2194,20.755637,empate,"[""base"", ""cot"", ""for"", ""gflow""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0833,gemma4:e4b,GSM8K,gflow,ok,ok,40,40,1,1,,1,1,1,numeric_match,1.0,nenhum,1.0,,,1,1,1,,,,,127.87,3,707,1987,2694,90.4065,73.609449,empate,"[""base"", ""cot"", ""for"", ""gflow""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0833,gemma4:e4b,GSM8K,for,ok,ok,40,40,1,1,,1,1,1,numeric_match,1.0,nenhum,1.0,,,,1,1,,,,,150.98,1,318,765,1083,89.7176,26.695794,empate,"[""base"", ""cot"", ""for"", ""gflow""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0998,gemma4:e4b,GSM8K,base,ok,ok,50,50,1,1,,1,1,1,numeric_match,1.0,nenhum,1.0,,,,1,1,,,,,3.59,1,225,293,518,91.2219,3.574094,empate,"[""base"", ""cot"", ""gflow"", ""for""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0998,gemma4:e4b,GSM8K,cot,ok,ok,50,50,1,1,,1,1,1,numeric_match,1.0,nenhum,1.0,,,,1,1,,,,,162.83,1,242,615,857,89.9996,28.955814,empate,"[""base"", ""cot"", ""gflow"", ""for""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0998,gemma4:e4b,GSM8K,gflow,ok,ok,50,50,1,1,,1,1,1,numeric_match,1.0,nenhum,1.0,,,1,1,1,,,,,165.69,3,722,2058,2780,90.1039,86.26557,empate,"[""base"", ""cot"", ""gflow"", ""for""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0998,gemma4:e4b,GSM8K,for,ok,ok,50,50,1,1,,1,1,1,numeric_match,1.0,nenhum,1.0,,,,1,1,,,,,157.42,1,323,641,964,89.8891,27.360417,empate,"[""base"", ""cot"", ""gflow"", ""for""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_1052,gemma4:e4b,GSM8K,base,ok,ok,110,110,1,1,,1,1,1,numeric_match,1.0,nenhum,1.0,,,,1,1,,,,,27.43,1,218,240,458,91.286,13.861506,empate,"[""base"", ""cot"", ""for"", ""gflow""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_1052,gemma4:e4b,GSM8K,cot,ok,ok,110,110,1,1,,1,1,1,numeric_match,1.0,nenhum,1.0,,,,1,1,,,,,154.76,1,235,583,818,89.8392,31.721714,empate,"[""base"", ""cot"", ""for"", ""gflow""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_1052,gemma4:e4b,GSM8K,gflow,ok,ok,110,110,1,1,,1,1,1,numeric_match,1.0,nenhum,1.0,,,1,1,1,,,,,153.68,3,701,2326,3027,90.0051,99.064248,empate,"[""base"", ""cot"", ""for"", ""gflow""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_1052,gemma4:e4b,GSM8K,for,ok,ok,110,110,1,1,,1,1,1,numeric_match,1.0,nenhum,1.0,,,,1,1,,,,,13.57,1,316,892,1208,90.4687,13.55469,empate,"[""base"", ""cot"", ""for"", ""gflow""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_1300,gemma4:e4b,GSM8K,base,ok,ok,$120,120,0,1,,1,1,1,numeric_match,1.0,nenhum,1.0,,,,1,1,,,,,153.75,1,193,241,434,90.2913,20.906153,empate,"[""base"", ""cot"", ""gflow"", ""for""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_1300,gemma4:e4b,GSM8K,cot,ok,ok,120,120,1,1,,1,1,1,numeric_match,1.0,nenhum,1.0,,,,1,1,,,,,193.53,1,210,622,832,89.9289,29.418483,empate,"[""base"", ""cot"", ""gflow"", ""for""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_1300,gemma4:e4b,GSM8K,gflow,ok,ok,$120,120,0,1,,1,1,1,numeric_match,1.0,nenhum,1.0,,,1,1,1,,,,,156.32,3,626,1790,2416,90.1545,75.311564,empate,"[""base"", ""cot"", ""gflow"", ""for""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_1300,gemma4:e4b,GSM8K,for,ok,ok,$120,120,0,1,,1,1,1,numeric_match,1.0,nenhum,1.0,,,,1,1,,,,,178.54,1,291,567,858,89.546,24.084709,empate,"[""base"", ""cot"", ""gflow"", ""for""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
matharena_0138,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,ok,5,x=5,0,1,,1,1,1,symbolic_equivalence,1.0,nenhum,1.0,,,,1,1,,,,,629.6,1,178,542,720,90.3179,104.601417,empate,"[""base"", ""cot"", ""for"", ""gflow""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0138,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,ok,5,x=5,0,1,,1,1,1,symbolic_equivalence,1.0,nenhum,1.0,,,,1,1,,,,,59.11,1,198,1366,1564,89.8611,59.092821,empate,"[""base"", ""cot"", ""for"", ""gflow""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0138,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,ok,5,x=5,0,1,,1,1,1,symbolic_equivalence,1.0,nenhum,1.0,,,1,1,1,,,,,388.41,3,569,4115,4684,89.8598,192.370632,empate,"[""base"", ""cot"", ""for"", ""gflow""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0138,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,ok,5,x=5,0,1,,1,1,1,symbolic_equivalence,1.0,nenhum,1.0,,,,1,1,,,,,335.68,1,273,1715,1988,89.4509,86.497427,empate,"[""base"", ""cot"", ""for"", ""gflow""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0236,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,ok,10455,10455,1,1,1,1,1,1,symbolic_equivalence,1.0,nenhum,1.0,,,,1,1,,,,,7.6,1,239,656,895,90.8563,7.582429,empate,"[""base"", ""cot"", ""for"", ""gflow""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0236,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,ok,10455,10455,1,1,1,1,1,1,symbolic_equivalence,1.0,nenhum,1.0,,,,1,1,,,,,554.61,1,259,1117,1376,89.8421,130.337374,empate,"[""base"", ""cot"", ""for"", ""gflow""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0236,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,ok,10455,10455,1,1,1,1,1,1,symbolic_equivalence,1.0,nenhum,1.0,,,1,1,1,,,,,670.12,3,752,5059,5811,90.0883,223.402648,empate,"[""base"", ""cot"", ""for"", ""gflow""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0236,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,ok,10455,10455,1,1,1,1,1,1,symbolic_equivalence,1.0,nenhum,1.0,,,,1,1,,,,,819.25,1,334,2047,2381,89.6467,153.472739,empate,"[""base"", ""cot"", ""for"", ""gflow""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0390,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,ok,200,200,1,1,1,1,1,1,symbolic_equivalence,1.0,nenhum,1.0,,,,1,1,,,,,342.35,1,211,592,803,90.112,85.223434,empate,"[""base"", ""cot"", ""gflow"", ""for""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0390,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,ok,200,200,1,1,1,1,1,1,symbolic_equivalence,1.0,nenhum,1.0,,,,1,1,,,,,430.38,1,231,1283,1514,89.7374,49.55958,empate,"[""base"", ""cot"", ""gflow"", ""for""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0390,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,ok,200,200,1,1,1,1,1,1,symbolic_equivalence,1.0,nenhum,1.0,,,1,1,1,,,,,651.9,3,668,4581,5249,89.845,177.789536,empate,"[""base"", ""cot"", ""gflow"", ""for""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0390,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,ok,200,200,1,1,1,1,1,1,symbolic_equivalence,1.0,nenhum,1.0,,,,1,1,,,,,161.39,1,306,1390,1696,89.4234,117.579188,empate,"[""base"", ""cot"", ""gflow"", ""for""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0451,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,ok,90 - \frac{25\pi}{2},90 - \frac{25}{2}\pi,0,,1,1,1,1,symbolic_equivalence,1.0,nenhum,1.0,,,,1,1,,,,,743.88,1,211,2956,3167,89.4236,144.448151,base,"[""base"", ""gflow"", ""cot"", ""for""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0451,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,ok,,90 - \frac{25}{2}\pi,0,,,,0,0,symbolic_equivalence,0.0,sem_resposta,1.0,,,,0,0,,,,,145.73,1,231,3865,4096,88.7561,138.131903,base,"[""base"", ""gflow"", ""cot"", ""for""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0451,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,ok,$(x-2)(5),90 - \frac{25}{2}\pi,0,,,,0,0,symbolic_equivalence,0.0,outro,1.0,,,0,0,0,,,,,531.58,3,668,11620,12288,89.3238,477.864242,base,"[""base"", ""gflow"", ""cot"", ""for""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0451,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,ok,,90 - \frac{25}{2}\pi,0,,,,0,0,symbolic_equivalence,0.0,sem_resposta,1.0,,,,0,0,,,,,102.09,1,306,3790,4096,88.4298,102.06765,base,"[""base"", ""gflow"", ""cot"", ""for""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0594,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,ok,\frac{512}{59049},\frac{1}{64},0,,0,0,0,0,symbolic_equivalence,0.0,calculo,1.0,,,,0,0,,,,,444.84,1,206,3257,3463,88.9289,123.334856,empate,"[""for"", ""base"", ""cot"", ""gflow""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0594,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,ok,$$a+c = k \cdot 4,\frac{1}{64},0,,,,0,0,symbolic_equivalence,0.0,sem_resposta,1.0,,,,0,0,,,,,647.22,1,226,3870,4096,88.842,174.27948,empate,"[""for"", ""base"", ""cot"", ""gflow""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0594,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,ok,"We analyze the optimization problem by considering cases where one variable is zero, as this often reveals the maximum for such polynomial forms. Since $a$ is a factor, if $a=0$, then $f=0",\frac{1}{64},0,,,,0,0,symbolic_equivalence,0.0,sem_resposta,1.0,,,0,0,0,,,,,808.84,3,653,11635,12288,89.3472,455.08722,empate,"[""for"", ""base"", ""cot"", ""gflow""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0594,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,ok,\frac{84375}{16777216},\frac{1}{64},0,,0,0,0,0,symbolic_equivalence,0.0,calculo,1.0,,,,0,0,,,,,432.41,1,301,3397,3698,89.0828,75.549098,empate,"[""for"", ""base"", ""cot"", ""gflow""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0670,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,ok,,676,0,,,,0,0,symbolic_equivalence,0.0,sem_resposta,1.0,,,,0,0,,,,,209.88,1,224,3872,4096,89.1314,107.798146,empate,"[""base"", ""cot"", ""for"", ""gflow""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0670,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,ok,,676,0,,,,0,0,symbolic_equivalence,0.0,sem_resposta,1.0,,,,0,0,,,,,642.79,1,244,3852,4096,88.7863,141.971724,empate,"[""base"", ""cot"", ""for"", ""gflow""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0670,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,ok,Selected trajectory: caminho_1_algebrico.,676,0,0,,0,0,0,symbolic_equivalence,0.0,formato,1.0,,,0,0,0,,,,,611.5,3,707,11581,12288,88.8649,344.887081,empate,"[""base"", ""cot"", ""for"", ""gflow""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0670,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,ok,,676,0,,,,0,0,symbolic_equivalence,0.0,sem_resposta,1.0,,,,0,0,,,,,316.4,1,319,3777,4096,89.0105,106.515965,empate,"[""base"", ""cot"", ""for"", ""gflow""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0861,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,ok,128,128,1,1,1,1,1,1,symbolic_equivalence,1.0,nenhum,1.0,,,,1,1,,,,,43.81,1,223,3238,3461,89.6323,43.794932,empate,"[""base"", ""cot"", ""gflow"", ""for""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0861,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,ok,128,128,1,1,1,1,1,1,symbolic_equivalence,1.0,nenhum,1.0,,,,1,1,,,,,451.09,1,243,3031,3274,89.505,99.314119,empate,"[""base"", ""cot"", ""gflow"", ""for""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0861,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,ok,128,128,1,1,1,1,1,1,symbolic_equivalence,1.0,nenhum,1.0,,,1,1,1,,,,,747.44,3,704,9941,10645,89.5641,327.800285,empate,"[""base"", ""cot"", ""gflow"", ""for""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0861,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,ok,"The enumeration covered all partitions of 3. The resulting set $D$ contains 9 distinct sums, ranging from 6 to 24. The arithmetic summation confirms the total is 128. No constraints were violated, and the calculation is straightforward addition.",128,0,,,,1,1,symbolic_equivalence,1.0,nenhum,1.0,,,,1,1,,,,,852.56,1,318,3778,4096,89.3157,152.314792,empate,"[""base"", ""cot"", ""gflow"", ""for""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_1019,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,ok,-13,-13,1,1,1,1,1,1,symbolic_equivalence,1.0,nenhum,1.0,,,,1,1,,,,,617.29,1,176,351,527,90.446,89.999983,empate,"[""base"", ""cot"", ""gflow"", ""for""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_1019,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,ok,-13,-13,1,1,1,1,1,1,symbolic_equivalence,1.0,nenhum,1.0,,,,1,1,,,,,257.12,1,196,709,905,90.3449,95.732207,empate,"[""base"", ""cot"", ""gflow"", ""for""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_1019,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,ok,-13,-13,1,1,1,1,1,1,symbolic_equivalence,1.0,nenhum,1.0,,,1,1,1,,,,,615.04,3,563,2940,3503,90.0011,148.857025,empate,"[""base"", ""cot"", ""gflow"", ""for""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_1019,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,ok,-13,-13,1,1,1,1,1,1,symbolic_equivalence,1.0,nenhum,1.0,,,,1,1,,,,,273.85,1,271,1491,1762,89.6361,107.500078,empate,"[""base"", ""cot"", ""gflow"", ""for""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_1042,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,ok,52,52,1,1,1,1,1,1,symbolic_equivalence,1.0,nenhum,1.0,,,,1,1,,,,,166.35,1,180,441,621,90.5418,107.245546,empate,"[""base"", ""cot"", ""gflow"", ""for""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_1042,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,ok,52,52,1,1,1,1,1,1,symbolic_equivalence,1.0,nenhum,1.0,,,,1,1,,,,,641.85,1,200,1011,1211,89.8251,142.017168,empate,"[""base"", ""cot"", ""gflow"", ""for""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_1042,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,ok,52,52,1,1,1,1,1,1,symbolic_equivalence,1.0,nenhum,1.0,,,1,1,1,,,,,423.58,3,575,3147,3722,90.146,162.860835,empate,"[""base"", ""cot"", ""gflow"", ""for""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_1042,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,ok,52,52,1,1,1,1,1,1,symbolic_equivalence,1.0,nenhum,1.0,,,,1,1,,,,,520.18,1,275,807,1082,89.7419,95.727905,empate,"[""base"", ""cot"", ""gflow"", ""for""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_1217,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,ok,10,27,0,0,0,0,0,0,symbolic_equivalence,0.0,outro,1.0,,,,0,0,,,,,249.18,1,247,3480,3727,88.78,103.451887,empate,"[""for"", ""gflow"", ""cot"", ""base""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_1217,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,ok,27,27,1,1,1,1,1,1,symbolic_equivalence,1.0,nenhum,1.0,,,,1,1,,,,,659.38,1,267,3226,3493,88.7767,97.380047,empate,"[""for"", ""gflow"", ""cot"", ""base""]",z-ai/glm-5.2,,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
