id_instancia,modelo,dataset,abordagem,status,resposta_final_extraida,referencia_curta,veredito_deterministico,exact_match,numeric_match,symbolic_equivalence,metrica_deterministica,fonte_avaliacao_recomendada,necessita_llm_juiz,arquivo_origem
arc_0803,gemma4:e4b,ARC-Challenge,base,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0803,gemma4:e4b,ARC-Challenge,cot,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0803,gemma4:e4b,ARC-Challenge,gflow,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0803,gemma4:e4b,ARC-Challenge,for,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0807,gemma4:e4b,ARC-Challenge,base,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0807,gemma4:e4b,ARC-Challenge,cot,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0807,gemma4:e4b,ARC-Challenge,gflow,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0807,gemma4:e4b,ARC-Challenge,for,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0812,gemma4:e4b,ARC-Challenge,base,ok,C,C,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0812,gemma4:e4b,ARC-Challenge,cot,ok,C,C,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0812,gemma4:e4b,ARC-Challenge,gflow,ok,C,C,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0812,gemma4:e4b,ARC-Challenge,for,ok,C,C,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0822,gemma4:e4b,ARC-Challenge,base,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0822,gemma4:e4b,ARC-Challenge,cot,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0822,gemma4:e4b,ARC-Challenge,gflow,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0822,gemma4:e4b,ARC-Challenge,for,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0828,gemma4:e4b,ARC-Challenge,base,ok,B,B,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0828,gemma4:e4b,ARC-Challenge,cot,ok,C,B,0,0,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0828,gemma4:e4b,ARC-Challenge,gflow,ok,C,B,0,0,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0828,gemma4:e4b,ARC-Challenge,for,ok,C,B,0,0,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0832,gemma4:e4b,ARC-Challenge,base,ok,B,B,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0832,gemma4:e4b,ARC-Challenge,cot,ok,B,B,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0832,gemma4:e4b,ARC-Challenge,gflow,ok,B,B,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0832,gemma4:e4b,ARC-Challenge,for,ok,B,B,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0838,gemma4:e4b,ARC-Challenge,base,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0838,gemma4:e4b,ARC-Challenge,cot,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0838,gemma4:e4b,ARC-Challenge,gflow,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0838,gemma4:e4b,ARC-Challenge,for,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0849,gemma4:e4b,ARC-Challenge,base,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0849,gemma4:e4b,ARC-Challenge,cot,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0849,gemma4:e4b,ARC-Challenge,gflow,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0849,gemma4:e4b,ARC-Challenge,for,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0854,gemma4:e4b,ARC-Challenge,base,ok,B,B,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0854,gemma4:e4b,ARC-Challenge,cot,ok,B,B,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0854,gemma4:e4b,ARC-Challenge,gflow,ok,B,B,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0854,gemma4:e4b,ARC-Challenge,for,ok,B,B,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0862,gemma4:e4b,ARC-Challenge,base,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0862,gemma4:e4b,ARC-Challenge,cot,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0862,gemma4:e4b,ARC-Challenge,gflow,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0862,gemma4:e4b,ARC-Challenge,for,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0889,gemma4:e4b,ARC-Challenge,base,ok,C,C,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0889,gemma4:e4b,ARC-Challenge,cot,ok,C,C,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0889,gemma4:e4b,ARC-Challenge,gflow,ok,C,C,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0889,gemma4:e4b,ARC-Challenge,for,ok,C,C,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0897,gemma4:e4b,ARC-Challenge,base,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0897,gemma4:e4b,ARC-Challenge,cot,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0897,gemma4:e4b,ARC-Challenge,gflow,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0897,gemma4:e4b,ARC-Challenge,for,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0912,gemma4:e4b,ARC-Challenge,base,ok,A,A,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0912,gemma4:e4b,ARC-Challenge,cot,ok,A,A,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0912,gemma4:e4b,ARC-Challenge,gflow,ok,A,A,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0912,gemma4:e4b,ARC-Challenge,for,ok,A,A,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0924,gemma4:e4b,ARC-Challenge,base,ok,B,B,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0924,gemma4:e4b,ARC-Challenge,cot,ok,B,B,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0924,gemma4:e4b,ARC-Challenge,gflow,ok,B,B,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0924,gemma4:e4b,ARC-Challenge,for,ok,B,B,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0932,gemma4:e4b,ARC-Challenge,base,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0932,gemma4:e4b,ARC-Challenge,cot,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0932,gemma4:e4b,ARC-Challenge,gflow,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0932,gemma4:e4b,ARC-Challenge,for,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0933,gemma4:e4b,ARC-Challenge,base,ok,B,B,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0933,gemma4:e4b,ARC-Challenge,cot,ok,C,B,0,0,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0933,gemma4:e4b,ARC-Challenge,gflow,ok,B,B,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0933,gemma4:e4b,ARC-Challenge,for,ok,B,B,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0952,gemma4:e4b,ARC-Challenge,base,ok,C,C,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0952,gemma4:e4b,ARC-Challenge,cot,ok,C,C,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0952,gemma4:e4b,ARC-Challenge,gflow,ok,C,C,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0952,gemma4:e4b,ARC-Challenge,for,ok,C,C,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0964,gemma4:e4b,ARC-Challenge,base,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0964,gemma4:e4b,ARC-Challenge,cot,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0964,gemma4:e4b,ARC-Challenge,gflow,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0964,gemma4:e4b,ARC-Challenge,for,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0970,gemma4:e4b,ARC-Challenge,base,ok,A,A,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0970,gemma4:e4b,ARC-Challenge,cot,ok,A,A,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0970,gemma4:e4b,ARC-Challenge,gflow,ok,A,A,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0970,gemma4:e4b,ARC-Challenge,for,ok,A,A,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0999,gemma4:e4b,ARC-Challenge,base,ok,A,A,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0999,gemma4:e4b,ARC-Challenge,cot,ok,A,A,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0999,gemma4:e4b,ARC-Challenge,gflow,ok,A,A,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_0999,gemma4:e4b,ARC-Challenge,for,ok,A,A,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_1002,gemma4:e4b,ARC-Challenge,base,ok,A,A,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_1002,gemma4:e4b,ARC-Challenge,cot,ok,A,A,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_1002,gemma4:e4b,ARC-Challenge,gflow,ok,A,A,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_1002,gemma4:e4b,ARC-Challenge,for,ok,A,A,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_1009,gemma4:e4b,ARC-Challenge,base,ok,A,A,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_1009,gemma4:e4b,ARC-Challenge,cot,ok,A,A,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_1009,gemma4:e4b,ARC-Challenge,gflow,ok,A,A,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_1009,gemma4:e4b,ARC-Challenge,for,ok,A,A,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_1017,gemma4:e4b,ARC-Challenge,base,ok,A,A,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_1017,gemma4:e4b,ARC-Challenge,cot,ok,A,A,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_1017,gemma4:e4b,ARC-Challenge,gflow,ok,A,A,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_1017,gemma4:e4b,ARC-Challenge,for,ok,A,A,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_1021,gemma4:e4b,ARC-Challenge,base,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_1021,gemma4:e4b,ARC-Challenge,cot,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_1021,gemma4:e4b,ARC-Challenge,gflow,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_1021,gemma4:e4b,ARC-Challenge,for,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_1022,gemma4:e4b,ARC-Challenge,base,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_1022,gemma4:e4b,ARC-Challenge,cot,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_1022,gemma4:e4b,ARC-Challenge,gflow,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_1022,gemma4:e4b,ARC-Challenge,for,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_1030,gemma4:e4b,ARC-Challenge,base,ok,B,D,0,0,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_1030,gemma4:e4b,ARC-Challenge,cot,ok,B,D,0,0,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
arc_1030,gemma4:e4b,ARC-Challenge,gflow,ok,B,D,0,0,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260624_040601\geracao\gsm8k_arc\rodada_20260624_040601\resultados_gsm8k_arc.json
